"","compound","LSM.ID","LSM.name","cell","Concordance","Tanimoto","autodock","Rank_S2L","Rank_Autodock","Geomean"
"32927","ZINC40149853","LSM-2265","NCT-502","HEPG2",0.201,0.541,8.75e-07,35518,23771,29056.8129360396
"32928","ZINC36159947","LSM-42704","BRD-K79873567","VCAP",0.216,0.629,1.46e-06,31365,26920,29057.6289466295
"32929","ZINC06135008","LSM-4907","ST014075","VCAP",0.198,0.589,1.02e-06,34058,24792,29057.975428443
"32930","ZINC59922309","LSM-2158","3-{3-[(1,3-Benzothiazol-2-ylsulfanyl)methyl]-4-hydroxy-5-methoxyphenyl}-2-cyanoprop-2-enamide","PC3",0.29,0.582,9.88e-07,34358,24581,29061.2112273388
"32931","ZINC22732309","LSM-3870","RS102895","VCAP",0.206,0.66,3.04e-06,27858,30323,29064.3791263464
"32932","ZINC24809616","LSM-36698","SUGA1_007824","MCF7",0.296,0.529,8.61e-07,35694,23671,29067.381615825
"32933","ZINC35972090","LSM-4439","Proglumide","HA1E",0.251,0.591,1.03e-06,33976,24870,29068.5933612206
"32934","ZINC35990787","LSM-1196","C-Fms Inhibitor","PC3",0.359,0.544,8.84e-07,35438,23844,29068.6028560026
"32935","ZINC42357129","LSM-4241","SPB02303","HCC515",0.262,0.677,8.69e-06,25216,33515,29070.848628824
"32936","ZINC11527205","LSM-2709","DP-5-CT","HA1E",0.218,0.625,1.39e-06,31732,26633,29070.9194213049
"32937","ZINC36684542","LSM-4808","Pimelic diphenylamide 106","MCF7",0.197,0.607,1.16e-06,33068,25560,29072.6345555404
"32938","ZINC36206288","LSM-38222","SA-1939007","MCF7",0.262,0.654,2.52e-06,28580,29574,29072.7521917
"32939","ZINC20853372","LSM-45259","SNX-2112 (PF-04928473)","MCF7",0.238,0.528,8.6e-07,35727,23658,29072.8286549486
"32940","ZINC51562967","LSM-2211","HSCI1_000313","VCAP",0.339,0.667,4.9e-06,26405,32016,29075.4618192042
"32941","ZINC35033729","LSM-14978","BRD-K90734091","A549",0.297,0.672,5.89e-06,25979,32547,29078.1449373924
"32942","ZINC40986160","LSM-5842","Reversine","ASC",0.3,0.604,1.14e-06,33210,25464,29080.2242082141
"32943","ZINC66976012","LSM-45116","BRD-K88710727","A549",0.254,0.638,1.73e-06,30468,27761,29083.0216449392
"32944","ZINC66250760","LSM-5422","Sulfamethoxazole","PC3",0.335,0.6,1.12e-06,33368,25351,29084.5692421256
"32945","ZINC14158037","LSM-4201","VU0415011","A549",0.199,0.614,1.24e-06,32598,25961,29090.8349484851
"32946","ZINC38546721","LSM-1127","Dovitinib","MCF7",0.306,0.684,3.04e-05,23954,35330,29091.1467632337
"32947","ZINC59097636","LSM-1500","MLS002725684","MCF7",0.242,0.647,2.09e-06,29451,28742,29094.3403774686
"32948","ZINC44042933","LSM-5238","TENOVIN-1","A549",0.267,0.6,1.11e-06,33469,25293,29095.2129567735
"32949","ZINC64030169","LSM-2747","MLS002473453","VCAP",0.328,0.65,2.3e-06,29019,29172,29095.3994301505
"32950","ZINC39203599","LSM-5598","Iloperidone","A549",0.169,0.667,3.65e-06,27285,31035,29099.6559258009
"32951","ZINC24166012","LSM-42414","BRD-K94740841","PC3",0.244,0.658,2.91e-06,28081,30158,29100.9758942892
"32952","ZINC27668439","LSM-5433","Ziprasidone","HELA",0.291,0.651,2.35e-06,28940,29265,29102.0463198037
"32953","ZINC63429902","LSM-3746","KUC103874","PC3",0.289,0.653,2.5e-06,28682,29534,29104.8825457173
"32954","ZINC39352633","LSM-38117","SA-85290","MCF7",0.286,0.635,1.65e-06,30765,27539,29107.3415996721
"32955","ZINC54902067","LSM-2444","ZM-241385","HCC515",0.22,0.622,1.36e-06,31968,26505,29108.6214032888
"32956","ZINC20284011","LSM-1220","U0126","HCC515",0.267,0.684,2.9e-05,24006,35298,29109.5137025681
"32957","ZINC50578540","LSM-3070","ML216","VCAP",0.258,0.675,7.61e-06,25512,33216,29110.2489168334
"32958","ZINC66634157","LSM-2569","Gingerol","NEU",0.216,0.585,1.01e-06,34259,24741,29113.603675945
"32959","ZINC40317860","LSM-39961","BRD-K48475203","PC3",0.188,0.658,2.9e-06,28118,30148,29115.3132217395
"32960","ZINC09343811","LSM-4581","CHEMDIV3_001301","PC3",0.296,0.623,1.39e-06,31829,26634,29115.8648506274
"32961","ZINC12867671","LSM-3496","Iodipamide","MCF7",0.22,0.655,2.64e-06,28486,29761,29116.5218733282
"32962","ZINC11377692","LSM-4702","F3098-7034","MCF7",0.266,0.635,1.65e-06,30784,27540,29116.856973238
"32963","ZINC66430395","LSM-3019","SMR001317717","MCF7",0.214,0.636,1.68e-06,30688,27633,29120.4653808966
"32964","ZINC63138912","LSM-37327","BRD-K00819343","PC3",0.238,0.684,2.77e-05,24052,35259,29121.2889137826
"32965","ZINC07292360","LSM-2956","MLS003448167","MCF7",0.206,0.655,2.64e-06,28497,29762,29122.6323329468
"32966","ZINC67537194","LSM-3328","YM-298198","NPC",0.187,0.649,2.2e-06,29284,28964,29123.5604966151
"32967","ZINC40025075","LSM-38393","BRD-K20792495","VCAP",0.215,0.611,1.22e-06,32780,25875,29123.5729264113
"32968","ZINC51113276","LSM-2688","Pifithrin-beta","HCC515",0.227,0.667,4.09e-06,26992,31425,29124.2785318366
"32969","ZINC50999075","LSM-1583","Dipivefrin","VCAP",0.244,0.684,2.84e-05,24042,35282,29124.729080285
"32970","ZINC45724193","LSM-1305","Norketamine","HCC515",0.236,0.6,1.11e-06,33536,25294,29124.8962916609
"32971","ZINC23585978","LSM-4702","F3098-7034","MCF7",0.266,0.643,1.93e-06,29918,28353,29124.9901974232
"32972","ZINC51100231","LSM-9335","BRD-K15171837","VCAP",0.167,0.63,1.51e-06,31300,27102,29125.4630864472
"32973","ZINC39362580","LSM-1116","PF431396","HS578T",0.316,0.621,1.36e-06,32009,26506,29127.8312615272
"32974","ZINC40172020","LSM-1136","TPCA-1","MDAMB231",0.297,0.649,2.25e-06,29183,29075,29128.9499467454
"32975","ZINC19907497","LSM-3643","ICI-199,441","NPC",0.249,0.672,5.92e-06,26061,32560,29129.8156533817
"32976","ZINC11718596","LSM-8805","BRD-K06457057","VCAP",0.189,0.655,2.64e-06,28512,29763,29130.7853653141
"32977","ZINC39742339","LSM-2705","SMR001317718","VCAP",0.252,0.591,1.05e-06,33974,24979,29131.3670465359
"32978","ZINC39436234","LSM-4081","MLS000046849","PC3",0.196,0.556,9.18e-07,35237,24084,29131.5620590452
"32979","ZINC00303744","LSM-2423","MLS002474578","VCAP",0.314,0.622,1.38e-06,31914,26593,29132.2673679891
"32980","ZINC05469154","LSM-4211","MLS001065830","VCAP",0.165,0.617,1.29e-06,32400,26200,29135.5453012296
"32981","ZINC12310874","LSM-14043","BRD-K91377183","MCF7",0.241,0.612,1.24e-06,32699,25962,29136.4280240389
"32982","ZINC04925492","LSM-1919","GR-89696","VCAP",0.314,0.667,4.98e-06,26471,32071,29136.7712864689
"32983","ZINC14457739","LSM-5549","Genistein","VCAP",0.336,0.644,2.01e-06,29734,28552,29137.0068469635
"32984","ZINC36024237","LSM-1947","BRD-A97035593","PC3",0.225,0.656,2.76e-06,28345,29953,29137.9097568786
"32985","ZINC62524719","LSM-4080","Perindopril","A375",0.246,0.571,9.67e-07,34757,24430,29139.5523301234
"32986","ZINC09083613","LSM-39062","SA-440772","MCF7",0.223,0.523,8.68e-07,35793,23728,29142.6886885888
"32987","ZINC37004539","LSM-3829","1,3-Dicyclohexylurea","ASC",0.318,0.656,2.84e-06,28251,30070,29146.3131459195
"32988","ZINC66161210","LSM-2328","JNJ 10191584","VCAP",0.354,0.615,1.29e-06,32423,26201,29146.441000575
"32989","ZINC61888187","LSM-1872","MLS002264507","PC3",0.226,0.667,4.14e-06,26995,31476,29149.5217799538
"32990","ZINC11705754","LSM-4704","ST50851843","A549",0.369,0.528,8.77e-07,35721,23789,29150.7610363778
"32991","ZINC06537169","LSM-43330","AC1O1EQ5","VCAP",0.171,0.568,9.55e-07,34900,24349,29150.9879763963
"32992","ZINC36586233","LSM-5897","JSH-23","DV90",0.175,0.684,2.73e-05,24117,35239,29152.340609289
"32993","ZINC53117700","LSM-1307","N-[(1-Ethylpyrrolidin-3-yl)methyl]-2-methoxy-5-sulfamoylbenzamide","PC3",0.316,0.682,1.91e-05,24393,34848,29155.5700338717
"32994","ZINC11393240","LSM-3333","CHEMBL597055","MCF7",0.188,0.571,9.68e-07,34793,24434,29157.0259457305
"32995","ZINC01290931","LSM-3051","CHEMBL364005","HCC515",0.295,0.68,1.37e-05,24728,34382,29158.156594682
"32996","ZINC10067112","LSM-1059","AZD-6482","HS578T",0.318,0.625,1.46e-06,31587,26921,29160.8234966024
"32997","ZINC36207632","LSM-4637","STK218951","PC3",0.192,0.561,9.39e-07,35079,24242,29161.3634454907
"32998","ZINC11898491","LSM-42692","BRD4770","PHH",0.176,0.676,8.26e-06,25460,33401,29161.4378932178
"32999","ZINC54064509","LSM-3651","MLS002264419","A375",0.288,0.622,1.39e-06,31928,26635,29161.6577032239
"33000","ZINC16602854","LSM-5330","GW501516","MCF7",0.213,0.676,8.44e-06,25421,33453,29161.7680019576
"33001","ZINC30286392","LSM-38316","MLS005000120","MCF7",0.168,0.597,1.1e-06,33695,25239,29162.100490191
"33002","ZINC13352346","LSM-42907","Rosmarinic acid","NPC",0.216,0.677,9.42e-06,25249,33685,29163.5485666611
"33003","ZINC36207764","LSM-11789","BRD-K55437057","VCAP",0.232,0.643,1.94e-06,29971,28385,29167.2219280479
"33004","ZINC64138763","LSM-39886","CHEMBL2140256","HT29",0.198,0.589,1.05e-06,34059,24980,29168.3701978702
"33005","ZINC05130782","LSM-3051","CHEMBL364005","HCC515",0.295,0.654,2.67e-06,28542,29809,29168.6214621123
"33006","ZINC36205601","LSM-4941","CAY10603","HT115",0.241,0.651,2.4e-06,28971,29368,29168.8245906481
"33007","CHEMBL382041","LSM-2757","GP 2A","VCAP",0.307,0.653,2.59e-06,28677,29683,29175.6643626156
"33008","ZINC20190844","LSM-1447","Felodipine","A375",0.205,0.681,1.49e-05,24661,34521,29177.4293076001
"33009","ZINC37289618","LSM-45738","","MCF7",0.183,0.684,2.97e-05,24107,35317,29178.535244251
"33010","ZINC51363723","LSM-4896","4-(Pyridin-3-yloxy)-phthalonitrile","A549",0.279,0.677,9.91e-06,25192,33797,29178.9997086946
"33011","ZINC33436061","LSM-1794","Cromakalim","A549",0.271,0.529,8.85e-07,35700,23853,29181.3656294561
"33012","ZINC49185148","LSM-39494","BRD-K40349140-001-01-7","MCF7",0.337,0.525,8.81e-07,35756,23816,29181.5848781385
"33013","ZINC39520702","LSM-4813","CHEMBL2142321","SKB",0.254,0.675,8.21e-06,25514,33382,29184.042694596
"33014","ZINC39532183","LSM-4693","AC1MQIYX","HA1E",0.261,0.674,7.73e-06,25617,33251,29185.4564295301
"33015","ZINC63383871","LSM-3544","SCHEMBL6465902","PC3",0.225,0.646,2.11e-06,29594,28787,29187.7110784659
"33016","ZINC37031158","LSM-14576","BRD-K99999497","VCAP",0.172,0.529,8.85e-07,35720,23854,29190.1503935831
"33017","ZINC03595379","LSM-39838","BRD-K46416377","PC3",0.163,0.537,8.98e-07,35595,23938,29190.2913654523
"33018","ZINC44714144","LSM-39777","BRD-K45235808","PC3",0.209,0.597,1.11e-06,33687,25295,29190.9688945057
"33019","ZINC12634786","LSM-39495","BRD-K40365006","PC3",0.2,0.576,9.94e-07,34621,24613,29191.2088307422
"33020","ZINC32945498","LSM-2328","JNJ 10191584","VCAP",0.354,0.667,5.36e-06,26389,32298,29194.381685523
"33021","ZINC38780504","LSM-3595","MLS001065838","VCAP",0.19,0.565,9.58e-07,34977,24368,29194.5120870344
"33022","ZINC36205952","LSM-2940","MLS002264461","HT29",0.33,0.66,3.35e-06,27747,30721,29196.1570587637
"33023","ZINC36510984","LSM-40095","BRD-K51218228","HT29",0.232,0.686,7.73e-05,23758,35883,29197.7450156686
"33024","ZINC62438107","LSM-41316","BRD-K74327009","A375",0.247,0.576,9.98e-07,34608,24638,29200.5462962596
"33025","ZINC64344684","LSM-45336","","CD34",0.233,0.627,1.5e-06,31519,27056,29202.3640138945
"33026","ZINC09379249","LSM-2435","CHEMBL168972","NPC",0.271,0.619,1.36e-06,32177,26507,29204.7211765495
"33027","ZINC22680489","LSM-37181","SCHEMBL13533329","NPC",0.171,0.649,2.27e-06,29292,29118,29204.8704157372
"33028","ZINC08822649","LSM-4997","Terazosin","HCC515",0.358,0.679,1.36e-05,24830,34359,29208.4571656909
"33029","ZINC44970399","LSM-4961","Cyclophosphamide","HT29",0.31,0.63,1.59e-06,31199,27348,29210.1053062121
"33030","ZINC12244228","LSM-11057","BRD-K43225681","VCAP",0.269,0.614,1.29e-06,32565,26202,29210.7536705235
"33031","ZINC24152283","LSM-2902","VU0424182-2","A549",0.339,0.643,2.02e-06,29864,28575,29212.3912064726
"33032","ZINC46841850","LSM-40916","BRD-K66783461","MCF7",0.292,0.553,9.34e-07,35255,24207,29213.3152004356
"33033","ZINC63162023","LSM-4148","BMS 191011","RMUGS",0.315,0.667,5.28e-06,26466,32246,29213.3982275257
"33034","ZINC58168411","LSM-1901","Chloroquine","HT115",0.301,0.676,9.48e-06,25317,33711,29214.0614601941
"33035","ZINC40363537","LSM-37114","ZINC100309116","NEU",0.217,0.618,1.34e-06,32305,26423,29216.3484200199
"33036","ZINC36490893","LSM-4172","GW7647","HA1E",0.246,0.677,1.01e-05,25228,33843,29219.7057480051
"33037","ZINC37302455","LSM-45558","Tafamidis","PC3",0.275,0.659,3.22e-06,27923,30578,29220.3609491738
"33038","ZINC36066279","LSM-9543","BRD-K18481678","VCAP",0.272,0.61,1.25e-06,32823,26016,29221.963794379
"33039","ZINC43553826","LSM-13638","BRD-K85208848","VCAP",0.198,0.596,1.11e-06,33758,25296,29222.292312548
"33040","ZINC62828873","LSM-3785","168279-54-7","MCF7",0.264,0.586,1.05e-06,34186,24981,29223.2863654997
"33041","ZINC38612331","LSM-5379","OM137","A549",0.268,0.6,1.15e-06,33467,25518,29223.4649896278
"33042","ZINC66382766","LSM-45471","Bardoxolone Methyl","A375",0.247,0.5,8.69e-07,35982,23738,29225.685894432
"33043","ZINC41630238","LSM-4639","2-(5H-[1,2,4]triazino[5,6-B]indol-3-ylsulfanyl)-n-[3-(trifluoromethyl)phenyl]acetamide","NEU",0.266,0.6,1.15e-06,33474,25519,29227.0936974582
"33044","ZINC38631948","LSM-2423","MLS002474578","VCAP",0.314,0.659,3.25e-06,27900,30623,29229.8084153831
"33045","ZINC12193574","LSM-45586","GW842166X","HA1E",0.269,0.605,1.2e-06,33147,25776,29230.0713649488
"33046","ZINC65833012","LSM-44942","MLS002699429","PC3",0.283,0.6,1.16e-06,33426,25561,29230.1554220979
"33047","ZINC20691221","LSM-5875","Triclabendazole","VCAP",0.203,0.68,1.43e-05,24804,34450,29231.7943342519
"33048","ZINC07991220","LSM-1816","Bendroflumethiazide","A375",0.241,0.675,8.52e-06,25525,33478,29232.2758265586
"33049","ZINC12487582","LSM-4846","AO-081/42496550","HT29",0.223,0.6,1.14e-06,33557,25465,29232.3280803976
"33050","ZINC45898320","LSM-4646","T5223000","VCAP",0.23,0.424,8.49e-07,36231,23587,29233.2105147553
"33051","ZINC11983132","LSM-1611","Binospirone","MCF7",0.276,0.643,2.02e-06,29907,28576,29233.9260449225
"33052","ZINC39462208","LSM-5433","Ziprasidone","HELA",0.291,0.612,1.28e-06,32673,26160,29235.6918850914
"33053","ZINC65582241","LSM-36995","BRD-K13528168-001-01-6","NEU",0.207,0.683,2.5e-05,24316,35159,29239.1218062376
"33054","ZINC63749852","LSM-3370","SMR000144819","MCF7",0.255,0.485,8.64e-07,36087,23692,29239.9248289047
"33055","ZINC66343297","LSM-3436","CHEMBL1270608","HCC515",0.317,0.6,1.17e-06,33378,25617,29241.139273291
"33056","ZINC23265177","LSM-4752","CHEMDIV3_007230","A549",0.323,0.627,1.54e-06,31453,27186,29241.7724838971
"33057","ZINC59801169","LSM-14255","BRD-K95042038","VCAP",0.253,0.625,1.48e-06,31676,26995,29241.9838588287
"33058","ZINC08942340","LSM-36779","Merck-Ketone","MCF7",0.168,0.515,8.84e-07,35868,23845,29245.0416310184
"33059","ZINC36397532","LSM-36785","BL003-049-HDAC3","NPC",0.269,0.674,8.24e-06,25612,33395,29245.7302866589
"33060","ZINC34791085","LSM-2751","Moexipril","HCC515",0.264,0.597,1.13e-06,33667,25406,29246.2613337158
"33061","ZINC14476124","LSM-1843","BAS 02002358","COV644",0.286,0.667,5.1e-06,26620,32136,29248.253281179
"33062","ZINC59021474","LSM-1416","Propafenone","HT29",0.29,0.636,1.8e-06,30580,27978,29250.0810255288
"33063","ZINC06600936","LSM-15520","Cefoperazone","HELA",0.195,0.619,1.37e-06,32225,26550,29250.1923070601
"33064","ZINC09828924","LSM-45892","Ramatroban","HELA",0.194,0.657,3.04e-06,28216,30324,29251.0168028395
"33065","ZINC48354924","LSM-3239","T5840683","HEPG2",0.311,0.562,9.68e-07,35017,24435,29251.3315081553
"33066","ZINC12810454","LSM-2094","SMR001317659","HCT116",0.275,0.678,1.18e-05,25067,34142,29254.7007162952
"33067","ZINC67413807","LSM-9190","BRD-K12857449","VCAP",0.163,0.627,1.52e-06,31551,27128,29256.0340442788
"33068","ZINC01410540","LSM-4854","AR-196/42202287","PC3",0.263,0.607,1.23e-06,33031,25922,29261.4008892261
"33069","ZINC63383498","LSM-3544","SCHEMBL6465902","PC3",0.225,0.636,1.78e-06,30672,27918,29262.619431623
"33070","ZINC30495517","LSM-38596","BRD-K24251672","VCAP",0.267,0.582,1.04e-06,34363,24920,29263.0476881681
"33071","ZINC19009117","LSM-4036","MLS000526305","HT29",0.279,0.672,6.81e-06,26000,32937,29263.6634753751
"33072","ZINC48406534","LSM-45766","Tasisulam","YAPC",0.268,0.655,2.87e-06,28434,30118,29263.8892152086
"33073","ZINC39425951","LSM-2984","MLS001060779","PC3",0.169,0.68,1.47e-05,24825,34497,29264.1081360769
"33074","ZINC20918201","LSM-2276","L 741,742","MCF7",0.308,0.648,2.33e-06,29306,29228,29266.9740150908
"33075","ZINC37289626","LSM-45738","","MCF7",0.183,0.684,3.97e-05,24108,35531,29267.4110231841
"33076","ZINC49283636","LSM-2188","SR57227A","A549",0.306,0.5,8.83e-07,35942,23834,29268.4408194219
"33077","ZINC34887565","LSM-36715","CHEMDIV3_016432","HEPG2",0.17,0.582,1.04e-06,34384,24921,29272.575288143
"33078","ZINC63491986","LSM-45612","PF-04449913","PC3",0.171,0.628,1.56e-06,31443,27257,29275.2771293458
"33079","ZINC20353492","LSM-5871","Tacrine","PC3",0.264,0.643,2.05e-06,29922,28648,29278.0712479494
"33080","ZINC63383579","LSM-3544","SCHEMBL6465902","PC3",0.225,0.646,2.2e-06,29597,28965,29279.2948173278
"33081","ZINC63912016","LSM-4644","SMR000075623","MCF7",0.167,0.667,4.06e-06,27306,31398,29280.6042970428
"33082","ZINC22339464","LSM-3263","CHEMBL1173694","A549",0.218,0.658,3.18e-06,28094,30521,29282.3662636748
"33083","ZINC05200797","LSM-36959","Ciproxifan","FIBRNPC",0.193,0.6,1.15e-06,33601,25520,29283.0585834199
"33084","ZINC08937722","LSM-45501","BMS-707035","HT29",0.229,0.551,9.45e-07,35317,24284,29285.4576197812
"33085","ZINC50389332","LSM-3973","MLS002729053","A549",0.289,0.64,1.93e-06,30249,28354,29286.17670506
"33086","ZINC37462303","LSM-2094","SMR001317659","HCT116",0.275,0.678,1.24e-05,25066,34222,29288.3705931211
"33087","ZINC50321321","LSM-2782","MLS002264389","A375",0.235,0.677,1.1e-05,25236,33993,29289.031189167
"33088","ZINC55394192","LSM-4829","SMR000043226","NPC",0.23,0.61,1.27e-06,32847,26117,29289.3342191317
"33089","ZINC20969016","LSM-5652","CAY10578","VCAP",0.317,0.676,1.05e-05,25306,33901,29289.9079206473
"33090","ZINC55188952","LSM-4751","856437-59-7","PC3",0.212,0.625,1.49e-06,31746,27024,29289.996654148
"33091","ZINC59884582","LSM-43120","MLS000589843","THP1",0.27,0.618,1.38e-06,32264,26594,29292.1289086335
"33092","ZINC06074496","LSM-45251","AZD7687","YAPC",0.221,0.667,4.51e-06,27016,31764,29293.962244804
"33093","ZINC48857136","LSM-45752","TRIENTINE HYDROCHLORIDE","PC3",0.215,0.542,9.31e-07,35492,24181,29295.5978262947
"33094","ZINC12847375","LSM-3667","IMD-0354","HCT116",0.281,0.638,1.87e-06,30448,28189,29296.7348351314
"33095","ZINC08876820","LSM-6542","MLS001217863","A549",0.267,0.672,6.9e-06,26032,32977,29299.4413598621
"33096","ZINC19973279","LSM-2983","Capsazepine","NPC",0.202,0.652,2.61e-06,28892,29717,29301.5966117889
"33097","ZINC67178395","LSM-3814","RS-16566","VCAP",0.299,0.656,3.07e-06,28266,30376,29302.0138557062
"33098","ZINC08942710","LSM-3245","VU0405166-2","VCAP",0.186,0.625,1.49e-06,31776,27025,29304.3750999744
"33099","ZINC13958128","LSM-4755","N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2-{[3-cyano-6-(thiophen-2-yl)pyridin-2-yl]sulfanyl}acetamide","HCC515",0.162,0.639,1.89e-06,30405,28247,29306.1432979503
"33100","ZINC38018521","LSM-2466","T5715534","VCAP",0.294,0.571,1.01e-06,34718,24742,29308.5781981999
"33101","CHEMBL51228","LSM-2316","SB 221284","HA1E",0.273,0.667,5.14e-06,26701,32172,29309.1209694184
"33102","ZINC61595632","LSM-36419","ST070518","HEPG2",0.192,0.676,9.7e-06,25449,33756,29309.6646859018
"33103","CHEMBL51228","LSM-2316","SB 221284","HA1E",0.273,0.667,5.14e-06,26702,32173,29310.1253153241
"33104","ZINC36053967","LSM-3633","MLS001065913","PC3",0.164,0.678,1.21e-05,25129,34188,29310.5825940052
"33105","ZINC40310061","LSM-3571","Amantadine","YAPC",0.256,0.524,9.08e-07,35773,24021,29313.8744112749
"33106","ZINC35636882","LSM-45867","SCIO 469 hydrochloride","HA1E",0.175,0.657,3.12e-06,28226,30446,29314.9926829259
"33107","ZINC20255367","LSM-45852","","A375",0.187,0.679,1.36e-05,25011,34360,29315.1489847826
"33108","ZINC03339280","LSM-1525","MLS002703291","MCF7",0.178,0.667,4.22e-06,27233,31559,29316.313666626
"33109","ZINC39795355","LSM-2423","MLS002474578","VCAP",0.314,0.558,9.72e-07,35142,24458,29317.2822069168
"33110","ZINC34785136","LSM-3709","Enrofloxacin","VCAP",0.322,0.615,1.36e-06,32425,26508,29317.6039266513
"33111","ZINC50397253","LSM-4587","N-[(4-Fluoro-3-methylphenyl)sulfonyl]glycine","VCAP",0.307,0.667,5.65e-06,26501,32434,29317.8006337447
"33112","ZINC66731231","LSM-5221","(R,R)-Tramadol","HCC515",0.333,0.682,2.75e-05,24384,35250,29317.8443955213
"33113","ZINC43290568","LSM-1377","MLS-0044127.0001","HEPG2",0.269,0.571,1.01e-06,34742,24743,29319.2992071775
"33114","ZINC05367518","LSM-3115","Epicatechin Gallate","MCF7",0.339,0.647,2.35e-06,29376,29266,29320.9484157658
"33115","ZINC12454151","LSM-6337","UNC 669","HCC515",0.281,0.61,1.29e-06,32819,26203,29325.0107757866
"33116","ZINC57867521","LSM-10351","BRD-K31705167","VCAP",0.201,0.535,9.26e-07,35625,24142,29326.7582593099
"33117","ZINC51240563","LSM-3873","7-Bromo-1,2,3,9-tetrahydropyrrolo[2,1-b]quinazoline","A549",0.205,0.636,1.81e-06,30707,28012,29328.5608920724
"33118","ZINC08596919","LSM-4146","SMR000108731","VCAP",0.28,0.582,1.06e-06,34360,25035,29329.2106951415
"33119","ZINC54384140","LSM-5475","Actarit","A549",0.219,0.619,1.41e-06,32209,26709,29330.3627833002
"33120","ZINC62871745","LSM-36931","3-PPP","NEU",0.169,0.68,1.66e-05,24826,34654,29331.2155220339
"33121","ZINC64066687","LSM-3983","KUC103903N","A375",0.284,0.672,7.21e-06,25991,33102,29331.7930239527
