"LINCS Candidate Name","Candidate LSM ID","Cell Line","Concordance"
"AC1NUQQY","LSM-5527","PC3",0.201
"BRD-K85169571","LSM-13633","VCAP",0.201
"BRD-K39894071","LSM-10860","A549",0.201
"BRD-K92947165","LSM-14127","VCAP",0.201
"BRD-K57497528","LSM-11908","VCAP",0.201
"Epivincamine","LSM-6687","HT29",0.201
"Phthalylsulfathiazole","LSM-5730","PC3",0.201
"BRD-K83397037-001-01-0","LSM-13526","VCAP",0.201
"N-(1,3-Benzothiazol-2-yl)thiophene-2-carboxamide","LSM-3900","A549",0.201
"CHEMBL2140880","LSM-39548","MCF7",0.201
"BRD-K60759206","LSM-12102","VCAP",0.201
"BRD-K22261046","LSM-14758","HT29",0.201
"CHEMBL2357005","LSM-6822","HA1E",0.201
"Cilomilast","LSM-45782","HA1E",0.201
"BRD-K31705167","LSM-10351","VCAP",0.201
"BRD-K65716211","LSM-40860","HT29",0.201
"BRD-K19838409","LSM-38333","VCAP",0.201
"BRD-K97318829","LSM-42545","MCF7",0.201
"BRD-K55149044","LSM-6839","HT29",0.201
"BRD-K65997856","LSM-43352","VCAP",0.201
"BRD-K88628885","LSM-8398","VCAP",0.201
"BRD-K03430401","LSM-8646","VCAP",0.201
"NCGC00170564-01","LSM-36705","NPC",0.201
"BRD-K35535652-001-01-8","LSM-10560","HT29",0.201
"BRD-K47686314","LSM-39918","PC3",0.201
"1,2,3,4,5,6-Hexabromocyclohexane","LSM-4519","SKB",0.201
"AC1O8PZP","LSM-1327","HA1E",0.201
"Loteprednol Etabonate","LSM-5522","VCAP",0.201
"Methoxychlor","LSM-37160","HA1E",0.201
"BRD-K42478399","LSM-11003","VCAP",0.201
"BRD-K82925070","LSM-13493","VCAP",0.201
"Tonabersat","LSM-45914","YAPC",0.201
"Cromolyn","LSM-5370","HELA",0.201
"BRD-K12980773","LSM-9201","VCAP",0.201
"Brexpiprazole","LSM-45790","PC3",0.201
"BRD-K72318460","LSM-7800","VCAP",0.201
"BRD-K22828860","LSM-6090","ASC",0.201
"BRD-K31302860","LSM-14789","A549",0.201
"BRD-K22790182","LSM-7145","VCAP",0.201
"BRD-K93880770","LSM-14187","VCAP",0.201
"Neurodazine","LSM-5381","MCF7",0.201
"Valpropylhydroxamic acid","LSM-37248","NPC",0.201
"BRD-K56842656","LSM-40388","VCAP",0.201
"BRD-K79001525","LSM-41585","PC3",0.201
"CHEMBL3184547","LSM-43084","VCAP",0.2
"CHEMBL461622","LSM-3787","PC3",0.2
"CHEMBL3182260","LSM-42438","PC3",0.2
"MLS002264446","LSM-3261","A375",0.2
"MLS003370611","LSM-1508","A375",0.2
"Lenvatinib (E7080)","LSM-45581","HA1E",0.2
"Ciclopirox","LSM-5307","PC3",0.2
"BRD-K32882027","LSM-10424","VCAP",0.2
"BRD-K53867540","LSM-11701","VCAP",0.2
"MLS001065880","LSM-3463","VCAP",0.2
"MLS002264449","LSM-3136","PC3",0.2
"CHEMBL2131388","LSM-38740","VCAP",0.2
"BRD-K86693846","LSM-7957","VCAP",0.2
"BRD-K47535255","LSM-37099","NPC",0.2
"MLS003129301","LSM-7515","VCAP",0.2
"Hydralazine","LSM-15370","A549",0.2
"fluocinolone-acetonide","LSM-45676","HT29",0.2
"BRD-K42951169","LSM-39630","PC3",0.2
"Mometasone Furoate","LSM-3349","VCAP",0.2
"BRD-K15181602","LSM-36996","FIBRNPC",0.2
"BRD-K70469022","LSM-12728","VCAP",0.2
"BRD-K14886982","LSM-9324","VCAP",0.2
"BRD-K13624944","LSM-37970","PC3",0.2
"BRD-K38024502","LSM-39360","PC3",0.2
"BRD-K64619734","LSM-12375","VCAP",0.2
"GS-39783","LSM-3686","A549",0.2
"BRD-K19995377","LSM-9642","A549",0.2
"BRD-K23886631","LSM-38573","A375",0.2
"BRD-K15719180","LSM-9371","VCAP",0.2
"SB-216641","LSM-2671","HA1E",0.2
"Retapamulin","LSM-45949","HA1E",0.2
"BRD-K74489738","LSM-41328","MCF7",0.2
"Febuxostat","LSM-3064","PC3",0.2
"MLS002477153","LSM-1939","HCC515",0.2
"MLS002703290","LSM-1784","VCAP",0.2
"BRD-K66149656","LSM-12463","VCAP",0.2
"BRD-K76574148","LSM-13112","VCAP",0.2
"252916-29-3","LSM-43214","MCF7",0.2
"Hydrochlorothiazide","LSM-5308","MCF7",0.2
"BRD-K40365006","LSM-39495","PC3",0.2
"BRD-K58360282","LSM-11949","VCAP",0.2
"BRD-K81524996","LSM-41723","VCAP",0.2
"BRD-K10666842","LSM-9071","VCAP",0.2
"BRD-K24824043","LSM-38629","A549",0.2
"BRD-K60595380","LSM-12089","VCAP",0.2
"BRD-K37517867","LSM-10696","VCAP",0.2
"BRD-K55295918","LSM-11779","VCAP",0.2
"MLS002276524","LSM-3088","A549",0.2
"BRD-K93896332","LSM-14188","VCAP",0.2
"Lafutidine","LSM-45448","HA1E",0.2
"BRD-K77644833","LSM-41505","PC3",0.2
"BRD-K38024133","LSM-39359","HT29",0.2
"BRD-K95718241","LSM-14298","VCAP",0.2
"Chlormezanone","LSM-4356","YAPC",0.2
"BRD-K70109596","LSM-41082","MCF7",0.2
"BRD-K55313038","LSM-11781","VCAP",0.2
"BRD-K72429558","LSM-41196","VCAP",0.2
"Bacampicilline","LSM-5027","MCF7",0.2
"BRD-K14502067","LSM-14728","VCAP",0.2
"SCHEMBL14292490","LSM-37016","NPC",0.2
"BRD-K05432839","LSM-8748","VCAP",0.2
"BRD-K32014638","LSM-39026","HT29",0.2
"MLS002264406","LSM-1675","HA1E",0.2
"BRD-K47812430","LSM-11339","VCAP",0.2
"Nelfinavir","LSM-5819","PC3",0.2
"Retinyl Acetate","LSM-43225","MCF7",0.2
"MLS-0390876.0001","LSM-2129","MCF7",0.2
"Chrysin","LSM-6566","A375",0.2
"BRD-K07572455","LSM-8881","VCAP",0.2
"BRD-K27263987","LSM-10076","VCAP",0.2
"MLS002473505","LSM-2335","A375",0.2
"ST50998710","LSM-43133","MCF7",0.2
"BRD-K34431359","LSM-10507","VCAP",0.199
"Citiolone","LSM-5089","MCF7",0.199
"BRD-K13060097","LSM-9210","A375",0.199
"BRD-K04985042","LSM-8731","VCAP",0.199
"Melatonin","LSM-4779","HA1E",0.199
"SCHEMBL2556868","LSM-3679","MCF7",0.199
"BRD-K14091022","LSM-9278","MCF7",0.199
"BRD-K96534186","LSM-14348","VCAP",0.199
"YL-60","LSM-44638","A549",0.199
"BRD-K89735991","LSM-13967","VCAP",0.199
"3,3-Dimethyl-6-{[(5-methyl-3-phenyl-1,2-oxazol-4-yl)carbonyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","LSM-4952","PC3",0.199
"BRD-K95814727","LSM-14305","VCAP",0.199
"MLS003129114","LSM-8219","VCAP",0.199
"BRD-K46499837","LSM-6121","HA1E",0.199
"BRD-K15886574","LSM-38100","A375",0.199
"BRD-K14023656","LSM-37987","VCAP",0.199
"CHEMBL2361971","LSM-14025","VCAP",0.199
"BRD-K80579245","LSM-41660","PC3",0.199
"BRD-K19593010","LSM-38322","HEPG2",0.199
"BCB03_000153","LSM-36631","SKB",0.199
"BRD-K21918725","LSM-45229","HL60",0.199
"CHEMBL330274","LSM-37167","NPC",0.199
"BRD-K11628545","LSM-37864","PC3",0.199
"BRD-K35510956","LSM-10559","VCAP",0.199
"BRD-K10657952","LSM-9069","VCAP",0.199
"Proxyfan","LSM-3732","HCC515",0.199
"Naloxone","LSM-3504","MCF7",0.199
"Tetroquinone","LSM-5953","MCF7",0.199
"BRD-K99517495","LSM-14540","VCAP",0.199
"UNM000003657701","LSM-2545","VCAP",0.199
"BRD-K74504761","LSM-7820","VCAP",0.199
"Butaclamol (+)","LSM-45722","PC3",0.199
"ST50910137","LSM-1438","HCC515",0.199
"Cabazitaxel","LSM-46002","HA1E",0.199
"BRD-K10837204","LSM-9089","VCAP",0.199
"PRESTWICK3_000650","LSM-5166","PC3",0.199
"CHEMBL3184881","LSM-7292","VCAP",0.199
"Palomid 529 (P529)","LSM-45432","MCF7",0.199
"Acetylsalicylanilide","LSM-3519","A549",0.199
"BRD-K84639586","LSM-13602","VCAP",0.199
"CHEMBL2333339","LSM-4809","A549",0.199
"BRD-K77233343","LSM-13151","A549",0.199
"BRD-K09989112","LSM-37791","VCAP",0.199
"BRD-K67123444","LSM-12515","VCAP",0.199
"BRD-K10879245","LSM-37835","VCAP",0.199
"BRD-K62687522","LSM-40694","VCAP",0.199
"BRD-K82822203","LSM-13488","VCAP",0.199
"Scopolamine","LSM-4015","A375",0.199
"UNII-Q85IYK36S4","LSM-3240","HA1E",0.199
"Ingenol Mebutate","LSM-45681","PC3",0.199
"BRD-K22433696","LSM-9787","VCAP",0.199
"BRD-K23781896","LSM-9865","VCAP",0.199
"SECINH3","LSM-2989","A375",0.199
"BRD-K08221563","LSM-37719","VCAP",0.199
"BRD-K75291656","LSM-7824","VCAP",0.199
"BRD-K41970046","LSM-7379","VCAP",0.199
"SPECTRUM_001873","LSM-6457","YAPC",0.199
"BRD-K70868272","LSM-12755","VCAP",0.199
"ZINC150345845","LSM-5933","MCF7",0.199
"AC1NDH8W","LSM-2467","MCF7",0.199
"BRD-K72241566","LSM-12855","VCAP",0.199
"IPRATROPIUM BROMIDE","LSM-45290","YAPC",0.199
"BRD-K44205194","LSM-11125","VCAP",0.199
"CHEMBL2362080","LSM-42120","PC3",0.199
"BRD-K87286000","LSM-7970","VCAP",0.199
"KUC104132","LSM-3848","PC3",0.199
"BRD-K21152785","LSM-7127","VCAP",0.199
"VU0415011","LSM-4201","A549",0.199
"MLS003130163","LSM-40609","PC3",0.199
"BRD-K60554389","LSM-40578","VCAP",0.199
"CHEMBL2356893","LSM-40725","HT29",0.199
"Cyclobenzaprine","LSM-5537","HA1E",0.198
"2-(4,5-Dihydro-1H-imidazol-2-yl)quinoline","LSM-3231","A375",0.198
"BRD-K65481562","LSM-12423","A549",0.198
"BRD-K57275439","LSM-11898","VCAP",0.198
"Halostachine","LSM-36938","FIBRNPC",0.198
"BRD-K96708215","LSM-8420","VCAP",0.198
"CHEMBL2354402","LSM-42102","VCAP",0.198
"CHEMBL3188581","LSM-38540","A549",0.198
"BRD-K24058148","LSM-9881","VCAP",0.198
"BRD-K60064462","LSM-40555","A375",0.198
"(-)-Lobeline","LSM-5744","A375",0.198
"MLS001065845","LSM-3766","MCF7",0.198
"BRD-K32893176","LSM-39077","HT29",0.198
"(+)-Tranylcypromine","LSM-5943","NPC",0.198
"BRD-K55896440","LSM-11815","VCAP",0.198
"BRD-K95899688","LSM-14310","VCAP",0.198
"Clocortolone","LSM-5876","MCF7",0.198
"MLS003079542","LSM-2894","A549",0.198
"Bitopertin","LSM-45785","YAPC",0.198
"BRD-K42357106","LSM-7386","VCAP",0.198
"BRD-K21643869","LSM-9745","VCAP",0.198
"Eugenol","LSM-2720","MCF7",0.198
"MEGXM0_000019","LSM-4473","VCAP",0.198
"Oxybutynin","LSM-5111","YAPC",0.198
"CHEMBL2140256","LSM-39886","HT29",0.198
"BRD-K76005220","LSM-15054","VCAP",0.198
"BRD-K95762279","LSM-14300","VCAP",0.198
"BRD-K17238328","LSM-38182","VCAP",0.198
"SA-433965","LSM-14707","MCF7",0.198
"BRD-K99985506","LSM-14575","VCAP",0.198
"BRD-K32605311","LSM-39066","PC3",0.198
"EPTIFIBATIDE","LSM-45250","MCF7",0.198
"BRD-K39255658","LSM-10812","VCAP",0.198
"BRD-K20441249","LSM-9676","VCAP",0.198
"Zeranol","LSM-5005","VCAP",0.198
"Tetrabenazine","LSM-36891","NPC",0.198
"ST012030","LSM-4502","NPC",0.198
"BRD-K59475561","LSM-7633","VCAP",0.198
"BRD-K42543764","LSM-39614","HT29",0.198
"BRD-K61519793","LSM-12157","VCAP",0.198
"UCL 2077","LSM-3106","ASC",0.198
"BRD-K85208848","LSM-13638","VCAP",0.198
"BRD-K30468800","LSM-38936","A549",0.198
"Hydroxychloroquine","LSM-5193","MCF7",0.198
"ST014075","LSM-4907","VCAP",0.198
"Mirodenafil (dihydrochloride)","LSM-45289","HELA",0.198
"BRD-K21498052","LSM-38435","MCF7",0.198
"CHEMBL2134537","LSM-40141","PC3",0.198
"BRD-K91600270","LSM-4050","A549",0.198
"BRD-K94435288","LSM-8053","VCAP",0.198
"CHEMBL1719251","LSM-3895","MCF7",0.198
"BRD-K05357743","LSM-6929","VCAP",0.198
"BRD-K52656828","LSM-11644","VCAP",0.198
"MLS002264477","LSM-4186","HCC515",0.198
"BRD-K70836798","LSM-41128","HT29",0.198
"CHEMDIV1_016684","LSM-6453","PC3",0.198
"BRD-K41042536","LSM-39539","VCAP",0.198
"SCHEMBL17783854","LSM-38066","A549",0.198
"BRD-A59808129-001-01-7","LSM-43151","A549",0.198
"BRD-K80954162","LSM-41686","VCAP",0.198
"BRD-K73860091","LSM-12953","A549",0.198
"Eugenitol","LSM-3016","HCC515",0.198
"CHEMBL3186531","LSM-42290","A375",0.198
"BRD-K66205522","LSM-12467","VCAP",0.198
"2-Amino-1-(3,4,5-trimethoxyphenyl)ethanol","LSM-36835","NPC",0.198
"CHEMBL153158","LSM-1482","HA1E",0.198
"CHEMBL607856","LSM-3321","VCAP",0.198
"BRD-K31703908","LSM-10350","VCAP",0.198
"IN1541","LSM-4460","RMUGS",0.198
"BRD-A20958854-001-01-7","LSM-36858","NPC",0.198
"Alprenolol","LSM-1238","HCC515",0.198
"BRD-K27472340","LSM-38769","VCAP",0.198
"BRD-K62176618","LSM-40667","HT29",0.198
"NSC217091","LSM-44943","A375",0.198
"Ciprofloxacin","LSM-5226","MCF7",0.198
"CHEMBL2355724","LSM-7694","VCAP",0.198
"MLS002699816","LSM-2449","HEPG2",0.198
"Trehalose","LSM-37121","HELA",0.198
"BRD-K65920478","LSM-40872","HT29",0.198
"BRD-K84807441","LSM-41901","VCAP",0.198
"BRD-K41280229","LSM-39549","MCF7",0.198
"CHEMBL1612418","LSM-4618","VCAP",0.198
"BRD-K69293497","LSM-12652","VCAP",0.198
"Nitrazepam","LSM-5681","VCAP",0.197
"BRD-K20197338","LSM-9660","MCF7",0.197
"89778-26-7","LSM-3135","MCF7",0.197
"BRD-K40063896","LSM-10872","VCAP",0.197
"BRD-K92347680","LSM-14096","MCF7",0.197
"CHEMBL1591577","LSM-3313","PC3",0.197
"BRD-K33936059","LSM-45230","VCAP",0.197
"BRD-K08781018","LSM-37744","VCAP",0.197
"BRD-K95526045","LSM-14285","VCAP",0.197
"CHEMBL13573","LSM-37117","NEU",0.197
"Paxilline","LSM-2849","A375",0.197
"Dutasteride","LSM-45861","HELA",0.197
"BRD-K15142057","LSM-9334","VCAP",0.197
"BRD-M44900776","LSM-45035","VCAP",0.197
"SCHEMBL15635152","LSM-42659","VCAP",0.197
"BRD-A40163033","LSM-36880","FIBRNPC",0.197
"BML-286","LSM-37029","NPC",0.197
"Purvalanol B","LSM-2923","A375",0.197
"Valyltryptophan","LSM-3021","VCAP",0.197
"CHEMBL2362010","LSM-14143","VCAP",0.197
"MLS001060800","LSM-1762","A549",0.197
"BRD-K54219003","LSM-11727","VCAP",0.197
"BRD-K40034561","LSM-10868","VCAP",0.197
"Pimelic diphenylamide 106","LSM-4808","MCF7",0.197
"BRD-K07986943","LSM-8909","VCAP",0.197
"CHEMBL3185081","LSM-38200","HT29",0.197
"BRD-K27622534","LSM-14779","VCAP",0.197
"BRD-K16030225","LSM-9391","VCAP",0.197
"Cariprazine","LSM-45253","YAPC",0.197
"Rhodomyrtoxin","LSM-2289","MCF7",0.197
"TUL_XX087","LSM-36794","NOMO1",0.197
"Lisofylline","LSM-45727","HT29",0.197
"CHEMBL2311700","LSM-1540","HEPG2",0.197
"BRD-K13468108","LSM-37963","VCAP",0.197
"BRD-K69681876","LSM-41064","HT29",0.197
"BRD-K68921379","LSM-12638","VCAP",0.197
"CHEMBL2144678","LSM-42435","MCF7",0.197
"MLS002473999","LSM-41696","VCAP",0.197
"Histamine 2HCl","LSM-45288","MCF7",0.197
"Dexlansoprazole","LSM-5064","A375",0.197
"M-Chloro-Phenyl-Biguanide","LSM-2812","VCAP",0.197
"ST077211","LSM-4616","SKB",0.197
"BRD-K48527688","LSM-7471","VCAP",0.197
"BRD-K77774562","LSM-13182","VCAP",0.197
"BRD-K38290133","LSM-10746","VCAP",0.197
"BRD-K99349510","LSM-14533","VCAP",0.197
"BRD-K00347265","LSM-8447","VCAP",0.197
"BRD-K72051249","LSM-12841","VCAP",0.197
"BRD-K05398363","LSM-8747","VCAP",0.197
"CHEMBL2361745","LSM-9986","VCAP",0.197
"Aminocaproic acid","LSM-5733","HT29",0.197
"BRD-K02117849","LSM-8563","PC3",0.197
"Levothyroxine","LSM-5447","MCF7",0.197
"BRD-K70243592","LSM-12717","VCAP",0.197
"BRD-K24123159","LSM-9886","VCAP",0.197
"BRD-K73658839","LSM-12942","VCAP",0.197
"BRD-K56208365","LSM-14865","NPC",0.197
"BRD-K76103428","LSM-41424","VCAP",0.197
"BRD-K92793917","LSM-14117","VCAP",0.197
"BRD-K71452159","LSM-41155","HT29",0.197
"AC1O7GPT","LSM-5727","MCF7",0.197
"BRD-K80649837","LSM-7900","VCAP",0.197
"BRD-K68731139","LSM-12620","VCAP",0.197
"BRD-K69692345","LSM-12680","VCAP",0.197
"CHEMBL307984","LSM-2508","VCAP",0.197
"Ehna","LSM-2600","NEU",0.196
"PK04PUR_000351","LSM-36678","PC3",0.196
"AC1OEPX8","LSM-5501","MCF7",0.196
"BRD-K76893224","LSM-43424","VCAP",0.196
"SCHEMBL14976663","LSM-2773","VCAP",0.196
"BRD-K45835269","LSM-39807","VCAP",0.196
"BRD-K18170480","LSM-38234","MCF7",0.196
"BRD-K76352008","LSM-41440","VCAP",0.196
"ZINC402897","LSM-5682","MCF7",0.196
"BRD-K26173688","LSM-10015","VCAP",0.196
"MLS001065839","LSM-2488","VCAP",0.196
"ML224","LSM-1444","HCC515",0.196
"MLS003178538","LSM-3562","PC3",0.196
"BRD-K78513625","LSM-8366","VCAP",0.196
"BRD-K53914319","LSM-11705","VCAP",0.196
"CHEMBL2356931","LSM-7082","VCAP",0.196
"BRD-K86537726","LSM-41990","VCAP",0.196
"Troleandomycin","LSM-5510","MCF7",0.196
"BRD-K26886657","LSM-44722","HT29",0.196
"SPBIO_003097","LSM-5569","MCF7",0.196
"R,S-equol","LSM-45303","MCF7",0.196
"MLS003126538","LSM-4049","A375",0.196
"Apatinib Hydrochloride","LSM-4810","NPC",0.196
"BRD-K92889073","LSM-8031","VCAP",0.196
"MLS003129249","LSM-8425","VCAP",0.196
"CHEMBL2359871","LSM-10199","MCF7",0.196
"[Met5]-ENKEPHALIN","LSM-45525","HA1E",0.196
"2-Hydroxydesipramine","LSM-37249","NPC",0.196
"EMF-SUMO1-39","LSM-36422","A375",0.196
"BRD-K78487432","LSM-13228","VCAP",0.196
"BRD-K54335715","LSM-40248","NPC",0.196
"BRD-K86894923","LSM-13759","VCAP",0.196
"BRD-K40160468","LSM-39483","VCAP",0.196
"KUC103868","LSM-2445","A375",0.196
"BRD-M51239075","LSM-45041","VCAP",0.196
"BRD-K22825029","LSM-9815","A549",0.196
"CHEMBL2141591","LSM-7182","VCAP",0.196
"MLS003448169","LSM-2164","A549",0.196
"MLS003128855","LSM-40659","PC3",0.196
"BRD-K62865272","LSM-40712","PC3",0.196
"BRD-K96952717","LSM-14381","VCAP",0.196
"SA-89763","LSM-38295","MCF7",0.196
"GDC-0834 (Racemate)","LSM-45549","HA1E",0.196
"BRD-K51579714","LSM-40118","HT29",0.196
"MLS000046849","LSM-4081","PC3",0.196
"BRD-K99447056","LSM-42655","A549",0.196
"Ebelactone-B","LSM-43223","HA1E",0.196
"KUC104486","LSM-3137","PC3",0.196
"BRD-K01193369","LSM-37344","PC3",0.196
"CID_706244","LSM-4583","PC3",0.196
"CHEMBL1863653","LSM-6077","VCAP",0.196
"CHEMBL19130","LSM-2863","HA1E",0.196
"Apocynin","LSM-45904","HT29",0.196
"BRD-K90842913","LSM-14019","A549",0.196
"BRD-K51981081","LSM-14853","VCAP",0.196
"BRD-K52111234","LSM-40150","MCF7",0.196
"BRD-K60203832","LSM-40564","VCAP",0.196
"KUC104122","LSM-3825","PC3",0.196
"SPOX1_000651","LSM-4624","A375",0.196
"Tenatoprazole","LSM-5052","MCF7",0.196
"MLS003130329","LSM-8029","VCAP",0.196
"BRD-K07809895","LSM-8900","VCAP",0.196
"Tetracaine","LSM-4633","MCF7",0.196
"Mestanolone","LSM-5354","VCAP",0.196
"GSK-923295","LSM-45692","YAPC",0.196
"ALD1-H_000965","LSM-45111","PHH",0.196
"BRD-K19147816","LSM-7095","VCAP",0.196
"CLONAZEPAM","LSM-45776","YAPC",0.196
"BRD-K66573697","LSM-7736","VCAP",0.195
"BAS 01037725","LSM-4495","ASC",0.195
"BRD-K74659043","LSM-13004","VCAP",0.195
"BRD-K89637659","LSM-13958","VCAP",0.195
"SA-1473405","LSM-40861","MCF7",0.195
"BRD-K37322457","LSM-39330","VCAP",0.195
"Dihydrorobustic acid","LSM-4122","A549",0.195
"OPREA1_214521","LSM-1357","PC3",0.195
"BRD-K80442083","LSM-7898","VCAP",0.195
"CHEMBL1270704","LSM-2898","VCAP",0.195
"BRD-K43049540","LSM-39636","VCAP",0.195
"BRD-K42482401","LSM-11004","VCAP",0.195
"NMS-1286937","LSM-45818","YAPC",0.195
"BRD-K83509924","LSM-41833","VCAP",0.195
"4-Hydroxynon-2-enal","LSM-43066","NPC",0.195
"BRD-K14187559","LSM-15112","VCAP",0.195
"BRD-K70392319","LSM-12722","VCAP",0.195
"BRD-K50648023","LSM-11510","VCAP",0.195
"BRD-K54789622","LSM-7567","VCAP",0.195
"Cinepazide maleate","LSM-45866","MCF7",0.195
"BRD-K27161987","LSM-10072","VCAP",0.195
"CYM5951","LSM-3596","VCAP",0.195
"352208-42-5","LSM-4475","PHH",0.195
"313516-66-4","LSM-2690","HEPG2",0.195
"MLS003130128","LSM-7325","VCAP",0.195
"BRD-K98832554","LSM-8091","VCAP",0.195
"BRD-K48927563","LSM-11407","VCAP",0.195
"BRD-K06816133","LSM-37634","NEU",0.195
"BRD-K30934390","LSM-14787","VCAP",0.195
"BRD-K31538032","LSM-7257","VCAP",0.195
"Tiratricol","LSM-5706","PC3",0.195
"PH-797804","LSM-36373","HT29",0.195
"BRD-K67094066","LSM-12514","VCAP",0.195
"BRD-K61268714","LSM-12139","VCAP",0.195
"BRD-K53978628","LSM-7551","VCAP",0.195
"CHEMBL1358228","LSM-2518","A549",0.195
"[3H]NEMONAPRIDE","LSM-37098","FIBRNPC",0.195
"MRS 1754","LSM-3616","HCC515",0.195
"AC1NL2CS","LSM-4833","A375",0.195
"Cefoperazone","LSM-15520","HELA",0.195
"Laropiprant","LSM-45907","HA1E",0.195
"Guaifenesin","LSM-1896","A375",0.195
"BRD-K10421834","LSM-37810","VCAP",0.195
"Mitiglinide calcium","LSM-45488","HELA",0.195
"BRD-K78921480","LSM-7882","A549",0.195
"BRD-K05323441","LSM-8744","VCAP",0.195
"CA-074 METHYL ESTER","LSM-1653","HT29",0.195
"BRD-K47070211","LSM-11301","VCAP",0.195
"KUC104131","LSM-2184","A549",0.195
"ZINC43393638","LSM-5566","PC3",0.195
"Pidotimod","LSM-5556","A375",0.195
"BRD-K76656279","LSM-41458","A549",0.195
"LXR-623","LSM-45897","A375",0.195
"BRD-K52160314","LSM-45320","HEPG2",0.195
"BRD-K55624132","LSM-11796","VCAP",0.195
"BRD-K26663582","LSM-10046","VCAP",0.195
"BRD-K73911580","LSM-7816","VCAP",0.195
"SCHEMBL6463149","LSM-4817","PC3",0.195
"CHEMBL349641","LSM-2070","MCF7",0.195
"BRD-K40476324-001-01-6","LSM-5523","MCF7",0.195
"KUC104240N","LSM-3803","A549",0.194
"BRD-A08662020","LSM-45607","YAPC",0.194
"Liothyronine","LSM-3991","PC3",0.194
"25589-40-6","LSM-4731","NPC",0.194
"CHEMBL2360719","LSM-12663","VCAP",0.194
"Dibenz[b,e]oxepin-2-aceticacid, 11-[3-(dimethylamino)propylidene]-6,11-dihydro-, (11z)-","LSM-5498","PC3",0.194
"BRD-K34811324","LSM-39173","A549",0.194
"BRD-K68906258","LSM-44835","HT29",0.194
"BRD-K25525438","LSM-9979","VCAP",0.194
"LY2090314","LSM-45915","YAPC",0.194
"BRD-K02003138","LSM-8554","VCAP",0.194
"BRD-K74294292","LSM-12978","VCAP",0.194
"BRD-K28249211","LSM-38811","VCAP",0.194
"BRD-K03779476","LSM-8663","VCAP",0.194
"MD-II-038","LSM-43121","PC3",0.194
"BRD-K66805710","LSM-15049","VCAP",0.194
"BRD-K42610174","LSM-11011","VCAP",0.194
"BRD-K52628302","LSM-11641","A549",0.194
"Blebbistatin","LSM-6195","A549",0.194
"2,3,7,8-Tetrachlorodibenzo-p-dioxin","LSM-37232","HA1E",0.194
"BRD-K30066603","LSM-38910","A549",0.194
"2-(4-chlorophenyl)-3-(2-methoxyphenyl)hexahydro-1H-pyrrolo[1,2-c]imidazol-1-one","LSM-45309","CD34",0.194
"BRD-K48150994","LSM-39942","HT29",0.194
"BRD-K25608435","LSM-38667","VCAP",0.194
"BRD-K94373167","LSM-44910","HT29",0.194
"MLS002276522","LSM-3635","MCF7",0.194
"BRD-K02241254","LSM-8572","VCAP",0.194
"BRD-K63933178","LSM-12329","VCAP",0.194
"BRD-K00362189","LSM-37300","PC3",0.194
"CHEMBL2356570","LSM-10565","VCAP",0.194
"BRD-K73428213","LSM-12927","HT29",0.194
"CHEMBL1705313","LSM-2057","A375",0.194
"BRD-K41423946","LSM-39562","VCAP",0.194
"BRD-K26772093","LSM-38726","MCF7",0.194
"BRD-M00964333","LSM-44996","VCAP",0.194
"Iodophenpropit","LSM-3151","PC3",0.194
"Nebivolol","LSM-45235","PC3",0.194
"BRD-K40690989","LSM-15138","VCAP",0.194
"BRD-K62472719","LSM-40686","VCAP",0.194
"BRD-K39662808","LSM-10840","VCAP",0.194
"Luzindole","LSM-3490","NEU",0.194
"BRD-K47436535","LSM-39896","PC3",0.194
"BRD-K03223506","LSM-37450","A549",0.194
"BRD-K99597257","LSM-42667","HT29",0.194
"GP 1A","LSM-3458","HCC515",0.194
"BRD-K47992037","LSM-44778","PC3",0.194
"Ioversol","LSM-5116","PC3",0.194
"Reboxetine mesylate","LSM-45556","HELA",0.194
"VU0413247-1","LSM-3359","HT29",0.194
"MLS002264384","LSM-3116","A549",0.194
"MLS002264443","LSM-3540","A549",0.194
"BRD-K43421680","LSM-11070","HT29",0.194
"BRD-K02290471","LSM-37405","VCAP",0.194
"Lacidipine","LSM-43148","PC3",0.194
"BRD-K95570609","LSM-42456","MCF7",0.194
"SA-427636","LSM-38817","NKDBA",0.194
"BRD-K36513323","LSM-10634","VCAP",0.194
"SCHEMBL7103988","LSM-37239","FIBRNPC",0.194
"CHEMBL2356253","LSM-9759","VCAP",0.194
"BRD-K88684430","LSM-15062","VCAP",0.194
"BRD-K16769902","LSM-38153","A549",0.194
"MLS-0435437.0001","LSM-42956","MCF7",0.194
"BRD-K52874783","LSM-40180","HT29",0.194
"BRD-K59201357","LSM-40508","VCAP",0.194
"BRD-K32916048","LSM-10429","VCAP",0.194
"BRD-K00550058","LSM-37314","PC3",0.194
"Ramatroban","LSM-45892","HELA",0.194
"BRD-K07734969","LSM-37691","VCAP",0.194
"Benzethonium","LSM-5804","MCF7",0.194
"BRD-K27493325","LSM-44723","MCF7",0.194
"BRD-K20859359","LSM-38399","HT29",0.194
"BRD-K02341205","LSM-8580","VCAP",0.194
"BRD-K87492806","LSM-13794","HT29",0.194
"CHEMBL2139070","LSM-41430","ASC",0.194
